20134,15,V-Strom,2020,Silver,0,134000,33400.00,350.00
20135,16,Rav4,2021,Silver,1,135000,33500.00,350.00
20136,17,F-150,2022,Silver,0,136000,33600.00,350.00
20137,18,Malibu,2023,Silver,1,137000,33700.00,350.00
20138,19,IS300,2024,Silver,0,138000,33800.00,350.00
20139,20,Pilot,2025,Silver,1,139000,33900.00,350.00
20140,1,Altima,2019,Silver,0,140000,34000.00,350.00
20141,2,1500,2020,Silver,1,141000,34100.00,350.00
20142,3,MT-07,2021,Silver,0,142000,34200.00,350.00
20143,4,V-Strom,2022,Silver,1,143000,34300.00,350.00
20144,5,Camry,2023,Silver,0,144000,34400.00,350.00
20145,6,Mustang,2024,Silver,1,145000,34500.00,350.00
20146,7,Tahoe,2025,Silver,0,146000,34600.00,350.00
20147,8,GX460,2019,Silver,1,147000,34700.00,350.00
20148,9,Civic,2020,Silver,0,148000,34800.00,350.00
20149,10,Sentra,2021,Silver,1,149000,34900.00,350.00
20150,11,1500,2022,Silver,0,150000,35000.00,350.00
