IS300,2023,5,Auto,2.5,Gas
IS300,2024,5,Auto,2.5,Gas
IS300,2025,5,Auto,2.5,Gas
GX460,2019,5,Auto,2.5,Gas
GX460,2020,5,Auto,2.5,Gas
GX460,2021,5,Auto,2.5,Gas
GX460,2022,5,Auto,2.5,Gas
GX460,2023,5,Auto,2.5,Gas
GX460,2024,5,Auto,2.5,Gas
GX460,2025,5,Auto,2.5,Gas
Altima,2019,5,Auto,2.5,Gas
Altima,2020,5,Auto,2.5,Gas
Altima,2021,5,Auto,2.5,Gas
Altima,2022,5,Auto,2.5,Gas
Altima,2023,5,Auto,2.5,Gas
Altima,2024,5,Auto,2.5,Gas
Altima,2025,5,Auto,2.5,Gas
Sentra,2019,5,Auto,2.5,Gas
Sentra,2020,5,Auto,2.5,Gas
Sentra,2021,5,Auto,2.5,Gas
Sentra,2022,5,Auto,2.5,Gas
Sentra,2023,5,Auto,2.5,Gas
Sentra,2024,5,Auto,2.5,Gas
Sentra,2025,5,Auto,2.5,Gas
Rogue,2019,5,Auto,2.5,Gas
Rogue,2020,5,Auto,2.5,Gas
Rogue,2021,5,Auto,2.5,Gas
Rogue,2022,5,Auto,2.5,Gas
Rogue,2023,5,Auto,2.5,Gas
Rogue,2024,5,Auto,2.5,Gas
Rogue,2025,5,Auto,2.5,Gas
Titan,2019,5,Auto,2.5,Gas
Titan,2020,5,Auto,2.5,Gas
Titan,2021,5,Auto,2.5,Gas
Titan,2022,5,Auto,2.5,Gas
Titan,2023,5,Auto,2.5,Gas
Titan,2024,5,Auto,2.5,Gas
Titan,2025,5,Auto,2.5,Gas
1500,2019,5,Auto,2.5,Gas
1500,2020,5,Auto,2.5,Gas
1500,2021,5,Auto,2.5,Gas
1500,2022,5,Auto,2.5,Gas
1500,2023,5,Auto,2.5,Gas
1500,2024,5,Auto,2.5,Gas
1500,2025,5,Auto,2.5,Gas
2500,2019,5,Auto,2.5,Gas
2500,2020,5,Auto,2.5,Gas
2500,2021,5,Auto,2.5,Gas
2500,2022,5,Auto,2.5,Gas
2500,2023,5,Auto,2.5,Gas
2500,2024,5,Auto,2.5,Gas
2500,2025,5,Auto,2.5,Gas
3500,2019,5,Auto,2.5,Gas
3500,2020,5,Auto,2.5,Gas
3500,2021,5,Auto,2.5,Gas
3500,2022,5,Auto,2.5,Gas
3500,2023,5,Auto,2.5,Gas
3500,2024,5,Auto,2.5,Gas
3500,2025,5,Auto,2.5,Gas
Hayabusa,2019,2,Manual,0.6,Gas
Hayabusa,2020,2,Manual,0.6,Gas
Hayabusa,2021,2,Manual,0.6,Gas
Hayabusa,2022,2,Manual,0.6,Gas
Hayabusa,2023,2,Manual,0.6,Gas
Hayabusa,2024,2,Manual,0.6,Gas
Hayabusa,2025,2,Manual,0.6,Gas
GSX-R750,2019,2,Manual,0.6,Gas
GSX-R750,2020,2,Manual,0.6,Gas
GSX-R750,2021,2,Manual,0.6,Gas
GSX-R750,2022,2,Manual,0.6,Gas
GSX-R750,2023,2,Manual,0.6,Gas
GSX-R750,2024,2,Manual,0.6,Gas
GSX-R750,2025,2,Manual,0.6,Gas
V-Strom,2019,2,Manual,0.6,Gas
V-Strom,2020,2,Manual,0.6,Gas
V-Strom,2021,2,Manual,0.6,Gas
V-Strom,2022,2,Manual,0.6,Gas
V-Strom,2023,2,Manual,0.6,Gas
V-Strom,2024,2,Manual,0.6,Gas
V-Strom,2025,2,Manual,0.6,Gas
Camry,2019,5,Auto,2.5,Gas
Camry,2020,5,Auto,2.5,Gas
Camry,2021,5,Auto,2.5,Gas
Camry,2022,5,Auto,2.5,Gas
Camry,2023,5,Auto,2.5,Gas
Camry,2024,5,Auto,2.5,Gas
Camry,2025,5,Auto,2.5,Gas
Corolla,2019,5,Auto,2.5,Gas
Corolla,2020,5,Auto,2.5,Gas
Corolla,2021,5,Auto,2.5,Gas
Corolla,2022,5,Auto,2.5,Gas
Corolla,2023,5,Auto,2.5,Gas
Corolla,2024,5,Auto,2.5,Gas
Corolla,2025,5,Auto,2.5,Gas
Tundra,2019,5,Auto,2.5,Gas
Tundra,2020,5,Auto,2.5,Gas
Tundra,2021,5,Auto,2.5,Gas
Tundra,2022,5,Auto,2.5,Gas
Tundra,2023,5,Auto,2.5,Gas
Tundra,2024,5,Auto,2.5,Gas
Tundra,2025,5,Auto,2.5,Gas
Rav4,2019,5,Auto,2.5,Gas
Rav4,2020,5,Auto,2.5,Gas
Rav4,2021,5,Auto,2.5,Gas
Rav4,2022,5,Auto,2.5,Gas
Rav4,2023,5,Auto,2.5,Gas
Rav4,2024,5,Auto,2.5,Gas
Rav4,2025,5,Auto,2.5,Gas
R6,2019,2,Manual,0.6,Gas
R6,2020,2,Manual,0.6,Gas
R6,2021,2,Manual,0.6,Gas
R6,2022,2,Manual,0.6,Gas
R6,2023,2,Manual,0.6,Gas
R6,2024,2,Manual,0.6,Gas
R6,2025,2,Manual,0.6,Gas
MT-07,2019,2,Manual,0.6,Gas
MT-07,2020,2,Manual,0.6,Gas
MT-07,2021,2,Manual,0.6,Gas
MT-07,2022,2,Manual,0.6,Gas
MT-07,2023,2,Manual,0.6,Gas
MT-07,2024,2,Manual,0.6,Gas
MT-07,2025,2,Manual,0.6,Gas
YZF-R1,2019,2,Manual,0.6,Gas
YZF-R1,2020,2,Manual,0.6,Gas
YZF-R1,2021,2,Manual,0.6,Gas
YZF-R1,2022,2,Manual,0.6,Gas
YZF-R1,2023,2,Manual,0.6,Gas
YZF-R1,2024,2,Manual,0.6,Gas
YZF-R1,2025,2,Manual,0.6,Gas
